date,germany-1_close,germany-1_var,u.s.-1_close,u.s.-1_var,brazil-1_close,brazil-1_var,switzerland-1_close,switzerland-1_var,uk-1_close,uk-1_var,italy-1_close,italy-1_var,japan-1_close,japan-1_var,china-1_close,china-1_var,canada-1_close,canada-1_var,france-1_close,france-1_var,south-korea-1_close,south-korea-1_var,australia-1_close,australia-1_var,germany-10_close,germany-10_var,u.s.-10_close,u.s.-10_var,brazil-10_close,brazil-10_var,switzerland-10_close,switzerland-10_var,uk-10_close,uk-10_var,italy-10_close,italy-10_var,japan-10_close,japan-10_var,china-10_close,china-10_var,canada-10_close,canada-10_var,france-10_close,france-10_var,south-korea-10_close,south-korea-10_var,australia-10_close,australia-10_var
2018-02-20,-0.608,-1.46,2.0000,1.05,6.580,-0.30,-0.750,0.00,0.4470,-2.19,-0.379,-1.04,-0.149,-3.87,,,1.605,0.31,-0.560,0.00,1.785,0.00,1.849,0.38,0.7370,0.41,2.891,0.07,9.840,-0.20,0.160,-8.57,1.5870,-1.06,2.069,1.32,0.063,5.00,,,2.324,0.22,1.002,-0.40,2.806,0.29,2.894,0.52
2018-02-19,-0.617,1.48,1.9792,0.00,6.600,-0.30,-0.750,4.17,0.4570,-4.99,-0.383,0.00,-0.155,1.31,,,,,-0.560,1.82,1.785,0.28,1.842,0.33,0.7340,3.82,2.889,0.57,9.860,0.10,0.175,6.71,1.6040,1.52,2.042,2.98,0.060,3.45,,,,,1.006,4.93,2.798,1.67,2.879,0.35
2018-02-18,-0.608,0.00,1.9792,0.01,6.620,0.00,-0.720,-1.37,0.4810,6.18,-0.383,0.00,-0.153,-0.65,3.410,0.00,1.600,0.00,-0.550,-0.90,1.780,0.00,1.836,0.05,0.7070,0.00,2.873,0.00,9.850,0.00,0.164,4.46,1.5800,-0.13,1.983,-0.15,0.058,-3.33,3.900,0.00,2.319,0.00,0.959,0.92,2.752,0.00,2.869,-0.66
2018-02-17,,,,,,,-0.730,-2.67,,,,,,,,,,,,,,,1.835,0.55,,,,,,,,,,,,,,,,,,,,,,,2.888,-0.55
2018-02-16,-0.608,-0.82,1.9790,-0.30,6.620,-0.82,-0.750,-13.79,0.4530,0.22,-0.383,0.79,-0.154,1.99,,,1.600,0.00,-0.555,-1.77,,,1.825,-1.24,0.7070,-7.58,2.873,-1.13,9.850,-0.51,0.157,-11.30,1.5820,-4.06,1.986,-3.73,0.060,-4.76,,,2.319,-2.40,0.950,-5.38,,,2.904,-0.34
2018-02-15,-0.613,-1.13,1.9850,0.81,6.675,-0.22,-0.870,26.09,0.4520,-8.13,-0.380,-2.81,-0.151,1.34,,,1.600,0.63,-0.565,1.80,,,1.848,2.67,0.7650,0.66,2.906,-0.25,9.900,-0.10,0.177,-2.75,1.6490,0.49,2.063,0.29,0.063,-3.08,,,2.376,0.17,1.004,0.50,2.752,-0.40,2.914,2.86
2018-02-14,-0.620,-2.67,1.9690,1.60,6.690,-0.45,-0.690,-5.48,0.4920,3.36,-0.391,-3.46,-0.149,-1.32,3.410,-0.29,1.590,-0.31,-0.555,0.91,1.780,-0.34,1.800,0.73,0.7600,1.33,2.913,2.83,9.910,-0.45,0.182,-4.21,1.6410,1.42,2.057,-1.01,0.065,-4.41,3.900,-0.38,2.372,2.11,0.999,0.91,2.763,-0.61,2.833,-1.22
2018-02-13,-0.637,0.31,1.9380,0.68,,,-0.730,4.29,0.4760,0.85,-0.405,3.32,-0.151,1.34,3.420,0.21,1.595,0.31,-0.550,-1.79,1.786,-0.50,1.787,-0.45,0.7500,-1.06,2.833,-0.89,,,0.190,7.34,1.6180,1.06,2.078,2.21,0.068,0.00,3.915,0.20,2.323,-0.90,0.990,-1.10,2.780,-0.93,2.868,-1.04
2018-02-12,-0.635,2.25,1.9250,1.93,6.720,0.00,-0.700,-17.65,0.4720,6.07,-0.392,-5.08,-0.149,2.05,3.413,-0.93,1.590,-0.62,-0.560,-0.88,1.795,0.22,1.795,0.84,0.7580,1.47,2.859,0.07,9.955,0.00,0.177,0.57,1.6010,1.78,2.033,-0.83,0.068,-4.23,3.907,-0.08,2.344,-0.38,1.001,1.62,2.806,1.41,2.898,0.91
2018-02-11,,,1.8886,0.40,,,-0.850,23.19,,,,,,,3.445,-1.18,,,,,,,1.780,0.45,,,2.857,0.00,,,,,,,,,,,3.910,0.21,,,,,,,2.872,0.70
2018-02-10,,,,,,,,,,,,,,,,,,,,,,,1.772,0.57,,,,,,,,,,,,,,,3.902,0.00,2.353,0.00,,,2.767,0.36,2.852,0.14
2018-02-09,-0.621,2.31,1.8810,-0.95,6.720,-0.15,-0.690,-6.76,0.4450,0.68,-0.413,2.99,-0.146,1.39,3.486,-0.20,1.600,-0.62,-0.565,0.36,1.791,0.28,1.762,-0.56,0.7470,-1.97,2.857,1.03,9.955,0.91,0.176,-8.33,1.5730,-2.84,2.050,2.76,0.071,-10.13,3.902,0.10,2.353,-0.84,0.985,-3.53,2.757,0.47,2.848,-0.18
2018-02-08,-0.607,-1.14,1.8990,0.26,6.730,-0.96,-0.740,-1.33,0.4420,9.68,-0.401,-3.37,-0.144,2.13,3.493,-0.85,1.610,-1.23,-0.563,-0.71,1.786,-0.78,1.772,-0.39,0.7620,2.42,2.828,-0.23,9.865,0.97,0.192,23.08,1.6190,4.32,1.995,2.68,0.079,5.33,3.898,-0.13,2.373,0.00,1.021,4.18,2.744,0.96,2.853,0.11
2018-02-07,-0.614,-3.00,1.8940,1.94,6.795,-0.59,-0.750,8.70,0.4030,4.95,-0.415,1.72,-0.141,0.71,3.523,0.37,1.630,0.00,-0.567,1.25,1.800,0.90,1.779,0.23,0.7440,7.20,2.834,1.02,9.770,-0.20,0.156,24.80,1.5520,1.97,1.943,-2.26,0.075,-1.32,3.903,-0.36,2.373,0.38,0.980,1.98,2.718,-1.09,2.850,1.75
2018-02-06,-0.633,2.10,1.8580,0.00,6.835,0.15,-0.690,-5.48,0.3840,-3.52,-0.408,-0.49,-0.140,2.94,3.510,0.20,1.630,1.87,-0.560,0.90,1.784,-0.34,1.775,-1.06,0.6940,-5.58,2.805,3.55,9.790,-0.81,0.125,-21.38,1.5220,-2.37,1.988,-2.12,0.076,-9.52,3.917,-0.20,2.364,3.14,0.961,-4.09,2.748,-2.00,2.801,-3.21
2018-02-05,-0.620,2.14,1.8580,-0.83,6.825,0.59,-0.730,1.39,0.3980,-1.73,-0.410,2.24,-0.136,6.25,3.503,-1.05,1.600,-1.23,-0.555,0.91,1.790,0.11,1.794,0.50,0.7350,-4.30,2.709,-4.77,9.870,0.41,0.159,1.92,1.5590,-1.20,2.031,-0.10,0.084,-5.62,3.925,0.00,2.292,-3.13,1.002,-0.89,2.804,1.89,2.894,0.56
2018-02-04,,,1.8735,-0.40,,,-0.720,-4.00,,,,,-0.128,0.79,,,,,,,,,1.785,-0.72,,,2.845,0.13,,,,,,,,,0.089,4.71,,,2.366,0.17,,,,,2.878,1.95
2018-02-03,,,,,,,,,,,,,,,,,,,,,,,1.798,0.50,,,,,,,,,,,,,,,,,,,,,2.752,-0.15,,
2018-02-02,-0.607,-0.65,1.8810,-0.74,6.785,-0.37,-0.750,8.70,0.4050,-2.64,-0.401,-1.96,-0.127,-2.31,,,1.620,0.00,-0.550,0.00,1.788,-0.72,1.789,0.39,0.7680,6.52,2.841,2.12,9.830,1.44,0.156,30.00,1.5780,2.87,2.033,3.94,0.085,-9.57,3.925,-0.15,2.362,-0.08,1.011,1.71,2.756,0.00,2.823,0.07
2018-02-01,-0.611,0.16,1.8950,-0.11,6.810,0.07,-0.690,-8.00,0.4160,-6.31,-0.409,-0.73,-0.130,-5.11,3.540,-1.20,1.620,0.62,-0.550,-1.08,1.801,-0.55,1.782,0.56,0.7210,3.44,2.782,2.57,9.690,-0.31,0.120,26.32,1.5340,1.46,1.956,-3.22,0.094,11.90,3.931,-0.33,2.364,3.28,0.994,1.64,2.756,-0.47,2.821,0.75
2018-01-31,-0.610,4.63,1.8970,6.51,6.805,0.00,-0.750,-1.32,0.4440,9.36,-0.412,0.73,-0.137,9.60,3.583,0.17,1.610,0.00,-0.556,1.83,1.811,-0.39,1.772,-1.99,0.6970,1.75,2.713,-0.41,9.720,-0.72,0.095,-8.65,1.5120,3.42,2.021,-0.35,0.084,-11.58,3.944,-0.25,2.289,-0.22,0.978,0.72,2.769,-0.43,2.800,-2.10
2018-01-30,-0.583,-1.02,1.7810,0.00,6.805,1.26,-0.760,5.56,0.4060,-9.98,-0.409,3.28,-0.125,-1.57,3.577,-0.03,1.610,0.00,-0.546,0.18,1.818,0.00,1.808,0.11,0.6850,-0.87,2.724,0.90,9.790,0.10,0.104,-3.70,1.4620,0.48,2.028,0.15,0.095,13.10,3.954,-0.10,2.294,0.61,0.971,-0.51,2.781,1.35,2.860,0.74
2018-01-29,-0.589,-1.17,1.7810,-0.15,6.720,-0.74,-0.720,-7.69,0.4510,-3.22,-0.396,3.12,-0.127,0.79,3.578,0.36,1.610,0.00,-0.545,-1.80,1.818,1.85,1.806,-0.77,0.6910,9.34,2.699,1.55,9.780,0.72,0.108,52.11,1.4550,0.76,2.025,0.95,0.084,5.00,3.958,0.15,2.280,0.62,0.976,6.32,2.744,2.39,2.839,-0.18
2018-01-28,,,1.7836,-0.13,,,-0.780,8.33,,,,,-0.126,-2.33,,,,,,,,,1.820,0.28,,,2.658,-0.07,,,,,,,,,0.080,5.26,,,,,,,,,2.844,-0.39
2018-01-27,,,,,,,-0.720,-4.00,,,,,,,,,,,,,,,1.815,1.06,0.6320,0.96,,,,,,,,,2.006,0.15,,,,,2.266,0.09,,,2.680,0.04,2.855,0.60
2018-01-26,-0.596,-2.93,1.7860,0.56,6.770,0.07,-0.750,0.00,0.4660,6.39,-0.384,0.79,-0.129,-2.27,3.565,-0.39,1.610,0.00,-0.555,-0.89,1.785,-0.56,1.796,-0.06,0.6260,2.79,2.660,1.35,9.710,-1.37,0.071,18.33,1.4440,2.12,2.003,2.30,0.076,-9.52,3.952,-0.08,2.264,0.94,0.918,2.68,2.679,0.75,2.838,0.32
2018-01-25,-0.614,0.66,1.7760,0.28,6.765,-0.29,-0.750,8.70,0.4380,-2.01,-0.381,0.53,-0.132,-2.94,3.579,-0.45,1.610,-0.31,-0.560,0.00,1.795,0.28,1.797,7.86,0.6090,4.10,2.624,-0.91,9.845,1.08,0.060,17.65,1.4140,0.43,1.958,2.62,0.084,6.33,3.955,-0.18,2.243,-0.88,0.894,2.88,2.659,0.61,2.829,1.07
2018-01-24,-0.610,-1.45,1.7710,0.57,6.785,-1.17,-0.690,-8.00,0.4470,0.90,-0.379,-9.76,-0.136,0.74,3.595,0.28,1.615,0.31,-0.560,-0.18,1.790,0.28,1.666,1.03,0.5850,4.46,2.648,1.21,9.740,-2.79,0.051,24.39,1.4080,3.99,1.908,0.95,0.079,6.76,3.962,-0.20,2.263,1.53,0.869,3.21,2.643,-0.56,2.799,-1.58
2018-01-23,-0.619,-2.98,1.7610,-1.12,6.865,-0.36,-0.750,1.35,0.4430,-6.54,-0.420,0.72,-0.135,0.75,3.585,-0.69,1.610,0.31,-0.561,1.08,1.785,-0.61,1.649,-0.66,0.5600,-1.23,2.617,-1.46,10.020,1.01,0.041,32.26,1.3540,-0.51,1.890,-1.41,0.074,-6.33,3.970,-2.48,2.229,-0.45,0.842,-0.94,2.658,0.34,2.844,-0.18
2018-01-22,-0.638,0.16,1.7810,0.27,6.890,0.66,-0.740,4.23,0.4740,5.33,-0.417,4.77,-0.134,0.00,3.610,-0.63,1.605,0.00,-0.555,1.83,1.796,0.34,1.660,0.48,0.5670,-0.18,2.656,-0.27,9.920,0.20,0.031,675.00,1.3610,1.64,1.917,-2.09,0.079,1.28,4.071,0.27,2.239,-0.18,0.850,0.12,2.649,0.34,2.849,-0.31
2018-01-21,,,1.7762,0.01,,,-0.710,-4.05,,,,,-0.134,2.29,,,,,,,,,1.652,-1.08,,,2.663,0.07,,,,,,,,,0.078,-1.27,,,,,,,,,2.858,-0.14
2018-01-20,,,,,,,,,,,,,,,,,,,,,1.790,-0.67,,,,,,,,,,,,,,,,,,,2.243,0.00,,,2.640,0.15,2.862,0.53
2018-01-19,-0.637,1.27,1.7760,0.28,6.845,-0.44,-0.740,-1.33,0.4500,-4.46,-0.398,-0.50,-0.131,1.55,3.633,-0.68,1.605,0.00,-0.545,0.93,1.802,0.39,1.670,12.08,0.5680,-0.53,2.661,1.43,9.900,0.61,0.004,-144.44,1.3390,0.45,1.958,-1.06,0.079,-1.25,4.060,0.52,2.243,0.90,0.849,0.00,2.636,0.57,2.847,1.75
2018-01-18,-0.629,-0.47,1.7710,-0.28,6.875,-0.22,-0.750,0.00,0.4710,-1.67,-0.400,2.04,-0.129,-3.01,3.658,0.77,1.605,0.31,-0.540,-2.70,1.795,-1.64,1.490,-11.52,0.5710,1.60,2.624,1.43,9.840,-0.81,-0.009,-52.63,1.3330,1.83,1.979,-1.05,0.080,-5.88,4.039,0.22,2.223,0.86,0.849,1.80,2.621,-0.61,2.798,1.34
2018-01-17,-0.632,-1.71,1.7760,-0.34,6.890,-0.07,-0.750,0.00,0.4790,3.46,-0.392,3.16,-0.133,-0.75,3.630,0.00,1.600,-1.23,-0.555,2.21,1.825,0.11,1.684,-0.06,0.5620,0.54,2.587,1.88,9.920,0.00,-0.019,-2000.00,1.3090,0.38,2.000,1.63,0.085,6.25,4.030,0.15,2.204,1.52,0.834,-0.12,2.637,-0.19,2.761,-0.07
2018-01-16,-0.643,2.72,1.7820,0.01,6.895,0.07,-0.750,0.00,0.4630,-2.94,-0.380,3.26,-0.134,0.00,3.630,-0.55,1.620,0.62,-0.543,0.56,1.823,-0.05,1.685,0.42,0.5590,-4.77,2.539,-0.50,9.920,0.00,0.001,-87.50,1.3040,-1.51,1.968,-1.40,0.080,8.11,4.024,0.22,2.171,-0.87,0.835,-2.57,2.642,-0.56,2.763,0.77
2018-01-15,-0.626,-0.63,1.7818,-0.01,6.890,-0.43,-0.750,4.17,0.4770,11.97,-0.368,-18.58,-0.134,0.00,3.650,1.73,1.610,1.58,-0.540,5.68,1.824,1.16,1.678,-0.53,0.5870,13.98,2.552,0.07,9.920,0.71,0.008,33.33,1.3240,-0.97,1.996,0.25,0.074,4.23,4.015,1.21,2.190,0.64,0.857,-1.15,2.657,1.53,2.742,-0.33
2018-01-14,,,,,,,-0.720,-1.37,,,,,-0.134,3.08,,,,,,,,,1.687,0.72,,,,,,,,,,,,,0.071,-4.05,,,,,,,,,2.751,0.00
2018-01-13,,,,,,,-0.730,-1.35,0.4260,-6.17,,,,,3.588,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.617,-0.23,2.751,1.07
2018-01-12,-0.630,4.48,1.7820,0.56,6.920,0.51,-0.740,1.37,0.4540,-5.81,-0.452,6.35,-0.130,-0.76,3.588,-1.08,1.585,0.96,-0.511,-2.85,1.803,2.15,1.675,-2.73,0.5150,-0.58,2.550,0.52,9.850,-0.71,0.006,-166.67,1.3370,2.06,1.991,-3.26,0.074,2.78,3.967,0.23,2.176,0.46,0.867,-1.25,2.623,1.31,2.722,-0.18
2018-01-11,-0.603,-5.04,1.7720,-0.45,6.885,0.44,-0.730,-1.35,0.4820,-0.41,-0.425,-6.18,-0.131,-1.50,3.627,1.26,1.570,0.64,-0.526,-3.84,1.765,-2.70,1.722,0.41,0.5180,9.51,2.537,-0.86,9.920,-0.70,-0.009,-81.25,1.3100,1.71,2.058,0.98,0.072,-15.29,3.958,0.71,2.166,0.14,0.878,6.42,2.589,-1.86,2.727,0.89
